movie name,year,genres,poster_path
Hellraiser: Hellworld,2005.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/vDQqM85h527Nax7mfavTR3sSqFO.jpg
Tiger in the Smoke,1956.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/fRwHHE1yI6sxUkXzNPelFlcRXwY.jpg
Simon Says,2006.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/1y2su5rsIRNDWYHhvKoc5P3dKyJ.jpg
The Horse Soldiers,1959.0,"[{'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]",/3jr9phgjNKbHed5UFVvc8bDjvtC.jpg
Yogi Bear,2010.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",/5oYL4YS8WHjhodRLn4b8BRZ3YHh.jpg
Girl with Green Eyes,1964.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",/igC9gXDAl60qCphBHUrVm5PKUTP.jpg
Bedtime Story,1964.0,"[{'id': 35, 'name': 'Comedy'}]",/8NqbQppbfgc08z57Uh4fo2JR2t5.jpg
The Kentuckian,1955.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",/pLczMnYe5mP3SQo7xwWhMXjsJQc.jpg
The Girl Next Door,2004.0,"[{'id': 35, 'name': 'Comedy'}]",/lWybRfPlUCKKOaYFSjY67pNhkxa.jpg
The Basketball Diaries,1995.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg
Ratcatcher,1999.0,"[{'id': 18, 'name': 'Drama'}]",/6N5uAsBZGoqUzeaZbgamQmfm6Tw.jpg
Hider in the House,1989.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/gq1lZZUoCdEiT7KmUbfbHkW09wD.jpg
Carrie,1952.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/fL6SxDtFL5LK6aFSsST3qguwz2m.jpg
Different for Girls,1996.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",/fPbbhgKLq1CL6B9PMjzO99cRZJ3.jpg
Jubal,1956.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",/1MXZuuchBzDV0YIiXYXpHfdpUAK.jpg
The Color of Money,1986.0,"[{'id': 18, 'name': 'Drama'}]",/xBFzAIDqlvyDIy5Zf5ASVz3kHwN.jpg
The War Room,1993.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",/3A0UjhIMqWivqtq5mXhidBaSZGg.jpg
Texas,1941.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",/53dMETJhFBnjw5Uf9ufzFsiouaX.jpg
Charlie Chan in Shanghai,1935.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/oAh97V712XxKBIoIvHHdJKDvAPt.jpg
Pelikaanimies,2004.0,[],/iE9hP3SzZsYzDf37BRQDHDrxwTJ.jpg
Waterland,1992.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",/kJYVr0029Gvs78A3W7YkccluG7c.jpg
(500) Days of Summer,2009.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/5SjtNPD1bb182vzQccvEUpXHFjN.jpg
Trade Winds,1938.0,"[{'id': 18, 'name': 'Drama'}]",/adJohcvz7Qn34SHRND1kgIVy47P.jpg
Zohi Sdom,2010.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",/3vu6MTtDmt77JeyuoX0Z3baZQV8.jpg
The Oxford Murders,2008.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/6RXkLDMnKXhPfxanHDFffJh575B.jpg
Delhi 6,2009.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",/4wh1KB9vrrrOvjB0pPkIueZulU5.jpg
The Little Shop of Horrors,1960.0,"[{'id': 35, 'name': 'Comedy'}]",/jXAnJjYcrWfDhyj2weQhm1gud9Z.jpg
Eve of Destruction,1991.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",/7qHMGZfSydbrpnuGaGLRZtem6cv.jpg
Hi Diddle Diddle,1943.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/gFarWSspDFCRkyW81ivl35RNWzr.jpg
Saving Sarah Cain,2007.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",/7aKs5xbWJhgZNGr29HpHN7EFrdK.jpg
Pirates of the Great Salt Lake,2006.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",/kGNUYdfNDPsSYcXdnJYFiEAHV68.jpg
The Night Walker,1964.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/r59Luf4njy2uY9D9DYqlLz2mfjh.jpg
Blaze,1989.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/kIoO8kipjZg76DjjuHVyMV3s5n6.jpg
Naked Lunch,1991.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/1gAJW7b3yCZasSuzhEBLVlJXA1C.jpg
Picture Mommy Dead,1966.0,"[{'id': 27, 'name': 'Horror'}]",/46fi49WRkQKlOIJb5uQdrQiyAME.jpg
Bhagam Bhag,2006.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",/5I97jP8Z83vSXKIRZJty5KQtVaq.jpg
When in Rome,2010.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/lsq9k09TGKXMbAqNr5lNj8EInQf.jpg
The Black Rose,1950.0,"[{'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",/1QRMG8eemHCh0tjJ0We9HSymRQv.jpg
Alien Raiders,2008.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",/v618YWZZQt74GqHQgUGPCILHilp.jpg
The 11th Hour,2007.0,"[{'id': 99, 'name': 'Documentary'}]",/z5cwoiZ6t5rCOtPp9UR6iq7ueya.jpg
She's the Man,2006.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",/aoO3OtAojt9g8D60tro8s26mGmj.jpg
Knowing,2009.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",/5XnNteYoOQ727JoZqyVcENT28Dv.jpg
Alone in the Dark,1982.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/AtdnaxYy5J2JvKTPGhMeGRhVIeY.jpg
The Four-Faced Liar,2010.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/3q8AWsWqfKqYECcPfv6Turbj7P7.jpg
Attack of the 60 Foot Centerfold,1995.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",/byPcaOCCZ72pCtiHV3UtUgeaW2G.jpg
The Happening,2008.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",/c8Asvr5ORuL9NtaTGZZJsq4heDf.jpg
The Weather Man,2005.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/g36DKoIbvdhSpngVel9U8rAO3el.jpg
Lucky Lady,1975.0,[],/pzCXvMnLSl6xEiGn2X5qKf6szRR.jpg
The Vengeance of Fu Manchu,1967.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",/w76bDm2TMp13dX2ClnzFja2as7T.jpg
Tortilla Flat,1942.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",/aFIg04ktdS2FjACBWdbV7Agevde.jpg
Stand-In,1937.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/gh5UJIEtyr2eMn2bR7vr4LKOr1u.jpg
4 aventures de Reinette et Mirabelle,1987.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/dyh7o8alcsQ3RVC9mDAbuxVjxo1.jpg
The Day,2011.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",/iRW0Bu6ywti3pmuH3V74Yt2tb3D.jpg
The New Adventures of Pippi Longstocking,1988.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",/gpeTAzSW4RsxSKa4Zo2xvf9lQ9Q.jpg
Taras Bulba,1962.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",/xBRooO7lReYcLQucjkOHBiZzm5v.jpg
Passengers,2008.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",/fGI0FFre8W454JqHgexV6zDWC9H.jpg
Backroads,1977.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",/aMX05t6uyIXn7RV9UCAb2rOeDeN.jpg
Gertrud,1964.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/d4d2z1LKcIvTflwA4Cjm4JvsD5a.jpg
The Black Sheep of Whitehall,1942.0,"[{'id': 35, 'name': 'Comedy'}]",/dqASaLG6ACSHTFOiHod2LrI6Zzi.jpg
The Best and the Brightest,2010.0,"[{'id': 35, 'name': 'Comedy'}]",/yUzaFCgNQBcguxVGPAc6GH8fvFH.jpg
Santa and the Ice Cream Bunny,1972.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",/w8rBP1E3U7BHmm45GxOyOMxZeL1.jpg
Ricochet,1991.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",/nL82MxgkbhslQ3W9RDzvLqXQ18A.jpg
Gardens of Stone,1987.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/cGzvVxADfOIgivSQJLayTxbe86u.jpg
Tiger Shark,1932.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/3GePbdEK5QgPeTHunIxFnyCFFvb.jpg
GoldenEye,1995.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",/5c0ovjT41KnYIHYuF4AWsTe3sKh.jpg
The Oblong Box,1969.0,"[{'id': 27, 'name': 'Horror'}]",/f9ap9XnoxYeDCxgsUvZ4X3MyrHA.jpg
Speed,1994.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",/bDLiyoxdK8mZHaeYVOxMZj7WGkb.jpg
Another Country,1984.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/uBDcCLeVG0dNht4xkUClKYvEOrf.jpg
X-Men Origins: Wolverine,2009.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",/kqO36IYvWbRKMPiUeiVZUFH06Rc.jpg
Spork,2010.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",/xjyFFbIdVsdpkNCHKFy6dgKqRK.jpg
Wife vs. Secretary,1936.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/buL8jcZLjqnonV6DD4T9mH1SQBQ.jpg
Star Trek VI: The Undiscovered Country,1991.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",/5PvIZAOFDe63M1oByFEFDoQobkc.jpg
Storytelling,2001.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/aIYxm7jBgsje5sx9RoT2X5AYjkJ.jpg
The Passionate Friends,1949.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/odfMlgIZZ0dvYf9T6UiZvG2BJ8f.jpg
Legacy,1998.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",/kJeOE2tJ0pCrpadunTXLnH28DOD.jpg
L'Homme de Rio,1964.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",/kzHR38OvI9OF0UpGBL91D7PwmDU.jpg
Borderline,1980.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",/4RvfOOHNNWBFAmd0WOZcaxlm6As.jpg
Tinker Bell,2008.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",/dx9FiWtcY4u5Kla6Cetw1a6W2qK.jpg
Ned Kelly,2003.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/rBid8dQlauN5r58H3rozxpPgEdj.jpg
In the Company of Men,1997.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/jdg8w5BVEJbakwO1GW7jFQ9EGwC.jpg
Trojan War,1997.0,"[{'id': 35, 'name': 'Comedy'}]",/hl57XN7fqbYuqwTqfRudrAGJQL.jpg
Mickey's Twice Upon a Christmas,2004.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",/aWngwGxTk7LFSwU6V1za2D0KFyh.jpg
Love for Sale,2008.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/5dxFdEUHQ1NqwAUmjqdPsEMLpHs.jpg
9 Songs,2004.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",/bvGyYmmnQG5NPP7m2nuLhaiC8LH.jpg
Agnes Browne,1999.0,"[{'id': 18, 'name': 'Drama'}]",/n7VbmERQZKTedbdHjRrURMA7hbM.jpg
The Blue Bird,1918.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",/rdA3JmWOBGT1W5vb7C9r0pH1HPM.jpg
Valerie,1957.0,"[{'id': 37, 'name': 'Western'}]",/gRqpZXGt0eaTltUkvViN3vlGdfm.jpg
This Earth Is Mine,1959.0,"[{'id': 18, 'name': 'Drama'}]",/AezgaWUZFcuXriszdQP5E2gXUqZ.jpg
Park Row,1952.0,"[{'id': 18, 'name': 'Drama'}]",/k9cC5XjobVsTvOc4SFO0JCjNc3F.jpg
Cracks,2009.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/2zpNd8qPT9HyQMUT1uVwyXhmMjM.jpg
Hammer,1972.0,"[{'id': 28, 'name': 'Action'}]",/8v1UE7XRJVjr96MyWNrAWF3hOfi.jpg
Follow That Camel,1967.0,"[{'id': 35, 'name': 'Comedy'}]",/8nifhAeOQoTJReWuJTTnsUn2pBa.jpg
The Seven-Ups,1973.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/6G2vHgruoVRAj1z4ssZQhh97pmM.jpg
The Runaways,2010.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",/huz9FXVBshx5rwzCgO399vV9B7A.jpg
Out of Time,2003.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/wdniUkm0hwXv2RqzvwWy5XtRNvB.jpg
Juno and the Paycock,1930.0,"[{'id': 18, 'name': 'Drama'}]",/lGsScGu3pktbddUApGfLp0m6I9G.jpg
Shy People,1987.0,"[{'id': 18, 'name': 'Drama'}]",/7XOyZGy52T8oQ1LPFgLEqPZCswC.jpg
Chalte Chalte,2003.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/jW1hXG5xnt67jrX7jh7C1alq8lx.jpg
Loch Ness,1996.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",/qMl7qxbfqTPrvAqVguBf4wwRVKb.jpg
Undiscovered,2005.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/jfUDwW8GMsEA9BeWRMdRc1MOJ5b.jpg
The Chicago 8,2011.0,"[{'id': 18, 'name': 'Drama'}]",/urm7HRoZu9IezuROLv2h5f21iHX.jpg
Four Brothers,2005.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",/spb6ir8Z1PzheaxagpCELAhZG4O.jpg
Velvet Goldmine,1998.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",/jhRPjcw24WK0RTPYT9IFEykwnKp.jpg
The Naked Face,1984.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}]",/fmjdv7XSqjhL3GRYBXiRNjWl90y.jpg
Nicholas and Alexandra,1971.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/vHAUYZdGzAdqV5E3HnVJNcx2Eeg.jpg
The Trouble with Harry,1955.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/tXq2vB69rv6uqqkyiqfxci0TMgZ.jpg
Ice Station Zebra,1968.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",/ur0ZPSauU6UrjomgPEHeFHadzKV.jpg
Wall Street,1987.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/fC9zRkJjgemBEmubrZaWXtC4FcN.jpg
Dark Star,1974.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",/eeoSwN8l0mj1gEzRzmXvoAUXxDh.jpg
Sheena,1984.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",/kD2reeuYSHxN30NBJAmIeut02fn.jpg
The Mummy's Shroud,1967.0,"[{'id': 27, 'name': 'Horror'}]",/9qrTE0M2xRP69URTpJRJRjxRBIF.jpg
The Chair,2007.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/rd25wgOJunOYlJWLEoWWtlqKx9D.jpg
Ridicule,1996.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/wAdYriruxRFtpvZ4na1PBEIkpY8.jpg
Salome's Last Dance,1988.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/pTa4OElppiowGDDIoLJePGIDZ4k.jpg
"Sarah, Plain and Tall",1991.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",/p4ra2KvF4zceGSBba1xiUiOMfXy.jpg
Cat on a Hot Tin Roof,1958.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/2ILe9TXCB4bOcVwsV6cUChir0SR.jpg
Man About Town,2006.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/nvY0Sb9MXmVLNgLNm9Qbo3q4EWX.jpg
The Flapper,1920.0,[],/hV3Kj8zTEJUxQ4L8XRKmGctcYma.jpg
"Paradise, Hawaiian Style",1966.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/cZrNtLBA3KRdp2TrrxVbwo8ewox.jpg
Beautiful Boy,2010.0,"[{'id': 18, 'name': 'Drama'}]",/dpntGfLK58eFZLTGgwqEfwnoWBq.jpg
Les Trois Frères,1995.0,"[{'id': 35, 'name': 'Comedy'}]",/7KDpgIOGh8PNZR4bwp8MherDuXD.jpg
Garfield's Fun Fest,2008.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",/iFsA6Zk1sCLm5W3ruv1A3euD95M.jpg
May,2002.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",/kUaoxNyLFhZ8tOKFXu4xQnZJYxa.jpg
My Bloody Valentine,2009.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",/lDGSEqem6XDtuXrBIM3jjXIPjZk.jpg
Road Trip: Beer Pong,2009.0,"[{'id': 35, 'name': 'Comedy'}]",/g3SnxYhaysmCn3V7nmwI3ZvRLth.jpg
Abre los ojos,1997.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/vREkQPEO2M1WdtYfwPUTH2M4XQJ.jpg
Exam,2009.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",/2MLOMNKejfX3L1PVB2ZdxYOmf3A.jpg
Manic,2001.0,"[{'id': 18, 'name': 'Drama'}]",/dUmgirQ35jfRYqP2VOkYV6aZ477.jpg
Le vieux fusil,1975.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/hoFHDYr7xL2mzN2mFkeH2aJFh7M.jpg
DC Showcase: Green Arrow,2010.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",/37m5NEMxwV9RXwHzUMiW81WEHTw.jpg
All About Steve,2009.0,"[{'id': 35, 'name': 'Comedy'}]",/Ap0Lx5mv2tvE3LL8U3VQfCNdziL.jpg
The Big Sky,1952.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",/lBa0CxZHT1q1w9MJGTzaDi85PkU.jpg
Memoirs of a Geisha,2005.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",/rhqL5iuhfwtDnpwMYAY2iuNZbxo.jpg
Flyboys,2006.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",/ap7UcuDPhyaY165YppEZJdbU1sA.jpg
Lonely Street,2009.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/34vtEnaNDsyOt7poHKzAdtYYusY.jpg
Supervixens,1975.0,"[{'id': 35, 'name': 'Comedy'}]",/fH5zYazrFrFvKhPuDlczTJEfYox.jpg
A Hatful of Rain,1957.0,"[{'id': 18, 'name': 'Drama'}]",/8tJyPv8drkvqIiKOehP8FfMr1U.jpg
Fame,1980.0,"[{'id': 18, 'name': 'Drama'}]",/4q1VRakiR2YZmWUf9CRL2nktKov.jpg
Comedian Harmonists,1997.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",/2NgC92vmBbf7BXIB0ZRUHywZV0v.jpg
Donkey Punch,2008.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",/v4dZRefrtlupF32woQxJayPGUqd.jpg
Species II,1998.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",/3GwIEvxwMcU9tZO6RqkKHVPDn5z.jpg
The Blue Max,1966.0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",/p9FVlRLaB9uoZm6UoFe7Z4p84b4.jpg
Tiny Toon Adventures: How I Spent My Vacation,1992.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/g1n9vFklQ1DNnLksH5EgS2JYF05.jpg
Across the Bridge,1957.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",/ohE7kkPJVPH3NONvPHkcwt3r6n3.jpg
The Substitute 2: School's Out,1998.0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/uoEzhF2pHmU6AbXUw1KUr5m7LOD.jpg
The Mummy,1999.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg
Meanwhile,2011.0,"[{'id': 18, 'name': 'Drama'}]",/mjScFc8kYJjKaAnFfByDyFhYh7f.jpg
All the Brothers Were Valiant,1953.0,"[{'id': 12, 'name': 'Adventure'}]",/3nMH8PBZ3fQJsDM6Oo1OO5KhE4z.jpg
One on One,1977.0,"[{'id': 18, 'name': 'Drama'}]",/kcrwgYT0mKkyycna54bkZmYuTO6.jpg
Catch a Fire,2006.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/3gra6N7DUNdac8iG44ozl8Rnh8H.jpg
